GO_id,GO_description,Pathway,Description,incorrect
GO:0002161,aminoacyl-tRNA deacylase activity,Mitochondrial central dogma > Translation,"Aminoacyl-tRNA deacylase activity is a quality control mechanism ensuring the fidelity of aminoacyl-tRNA charging, which is essential for mitochondrial protein translation.",False
GO:0004160,dihydroxy-acid dehydratase activity,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Dihydroxy-acid dehydratase is a key enzyme in the mitochondrial biosynthesis pathway of branched-chain amino acids.,False
GO:0006400,tRNA modification,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,"This GO term directly refers to the chemical alteration of tRNA molecules, a process essential for the function of mitochondrial tRNAs in protein synthesis.",False
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,Metabolism > Lipid metabolism,"Dolichol is a lipid, and its biosynthesis is a metabolic process, thus broadly fitting into lipid metabolism, even though the dolichol-linked oligosaccharide synthesis itself is primarily an ER/Golgi process.",False
GO:0031428,box C/D methylation guide snoRNP complex,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,"This complex guides RNA methylation, a process analogous to the modifications that occur on mitochondrial ribosomal RNA (mt-rRNA) to ensure proper mitochondrial ribosome function.",False
GO:2000114,regulation of establishment of cell polarity,Signaling,"Mitochondria contribute to various cellular signaling pathways and energy supply that can indirectly influence the regulation and establishment of cell polarity, making 'Signaling' the most appropriate general category.",False
GO:0042171,lysophosphatidic acid acyltransferase activity,Metabolism > Lipid metabolism > Cardiolipin synthesis,"This enzyme activity produces phosphatidic acid, a crucial precursor for the synthesis of cardiolipin, a unique and essential phospholipid of the inner mitochondrial membrane.",False
GO:0005763,mitochondrial small ribosomal subunit,Mitochondrial central dogma > Translation > Mitochondrial ribosome,"The mitochondrial small ribosomal subunit is a direct component of the mitochondrial ribosome, which is essential for protein translation within the mitochondria.",False
GO:0005777,peroxisome,Mitochondrial dynamics and surveillance > Organelle contact sites,Peroxisomes are distinct organelles that engage in metabolic crosstalk and physical interactions (contact sites) with mitochondria.,False
GO:1990229,iron-sulfur cluster assembly complex,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis,"This complex is directly responsible for the biosynthesis of iron-sulfur clusters, crucial cofactors for many mitochondrial proteins.",False
GO:0042802,identical protein binding,"Protein import, sorting and homeostasis > Protein homeostasis","Identical protein binding is a fundamental molecular function involved in the assembly and stability of many mitochondrial protein complexes, contributing to overall protein homeostasis.",False
GO:0005802,trans-Golgi network,Mitochondrial dynamics and surveillance > Organelle contact sites,"The trans-Golgi network is a distinct organelle that, like other cellular compartments, can form contact sites and interact functionally with mitochondria.",False
GO:0006801,superoxide metabolic process,Metabolism > Detoxification > ROS and glutathione metabolism,"Mitochondria are a primary source of superoxide, and its metabolism (detoxification) is crucial for maintaining mitochondrial health and preventing oxidative stress.",False
GO:0004742,dihydrolipoyllysine-residue acetyltransferase activity,Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,"This enzyme activity is characteristic of the E2 component of the branched-chain alpha-keto acid dehydrogenase complex, a key mitochondrial enzyme involved in branched-chain amino acid catabolism.",False
GO:0000070,mitotic sister chromatid segregation,No appropriate pathway,"While primarily a nuclear process, mitochondrial dynamics and distribution are tightly coordinated with the cell cycle, including mitosis, to ensure proper inheritance of mitochondria by daughter cells.",False
GO:0006451,translational readthrough,Mitochondrial central dogma > Translation,"Translational readthrough is a mechanism that modulates protein synthesis, and mitochondria possess their own translational machinery where this process can occur.",False
GO:0006424,glutamyl-tRNA aminoacylation,Mitochondrial central dogma > Translation > mt-tRNA synthetases,"Glutamyl-tRNA aminoacylation is catalyzed by glutamyl-tRNA synthetase, an enzyme essential for charging mitochondrial tRNAs with their corresponding amino acids for mitochondrial protein synthesis.",False
GO:1903044,protein localization to membrane raft,"Protein import, sorting and homeostasis > Protein import and sorting","This GO term describes the process by which proteins are directed to and integrated into specific membrane domains, which is analogous to the broader mechanisms of protein import and sorting within mitochondrial membranes.",False
GO:0004815,aspartate-tRNA ligase activity,Mitochondrial central dogma > Translation > mt-tRNA synthetases,"Aspartate-tRNA ligase is an aminoacyl-tRNA synthetase responsible for charging mitochondrial tRNAs with aspartate, a critical step in mitochondrial protein translation.",False
GO:0106098,NAGS/NAGK complex,Metabolism > Amino acid metabolism > Urea cycle,"The NAGS/NAGK complex produces N-acetylglutamate, a crucial activator of carbamoyl phosphate synthetase I, the rate-limiting enzyme of the mitochondrial urea cycle.",False
GO:0000103,sulfate assimilation,Metabolism > Sulfur metabolism,"Sulfate assimilation involves the incorporation of inorganic sulfate into organic compounds, which is a fundamental aspect of broader sulfur metabolism, a process with mitochondrial involvement in various forms.",False
GO:0030163,protein catabolic process,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases","This GO term describes the breakdown of proteins, a process carried out by mitochondrial proteases as part of protein quality control and homeostasis within the organelle.",False
GO:0016652,"oxidoreductase activity, acting on NAD(P)H as acceptor",OXPHOS > Complex I,"This activity is characteristic of NADH dehydrogenase (Complex I), which oxidizes NADH to initiate the electron transport chain in the OXPHOS system.",False
GO:0015036,disulfide oxidoreductase activity,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40","Disulfide oxidoreductase activity is central to the MIA40 pathway, which mediates the oxidative folding and import of proteins into the mitochondrial intermembrane space by forming disulfide bonds.",False
GO:0140647,P450-containing electron transport chain,Metabolism > Electron carriers > Cytochromes,"P450 enzymes are a class of cytochromes that form distinct electron transport chains, involved in various metabolic processes, thus functioning as electron carriers.",False
GO:0140694,membraneless organelle assembly,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,"The mitochondrial nucleoid is a prominent example of a membraneless organelle in mitochondria, formed by the assembly of mtDNA with associated proteins.",False
GO:0015174,basic amino acid transmembrane transporter activity,Small molecule transport > SLC25A family,"This activity refers to the transport of basic amino acids across mitochondrial membranes, a function often performed by members of the SLC25A family of mitochondrial carriers.",False
GO:0005576,extracellular region,Mitochondrial dynamics and surveillance > Apoptosis,"Mitochondrial processes, such as apoptosis, can lead to the release of cellular contents into the extracellular region.",False
GO:0008615,pyridoxine biosynthetic process,Metabolism > Vitamin metabolism > Vitamin B6 metabolism,"Pyridoxine is Vitamin B6, and its biosynthesis or metabolism is directly categorized under vitamin metabolism.",False
